rs,t_iis,t_ijs,gamma_iis,gamma_ijs,ES0s_Zhang,Huckels,PPPs,ES0s_PPP,ES1s_PPP,ET1s_PPP,ESs_CIS,ETs_CIS
1.3,-16.88772291883835,-3.249672388421227,11.40226098437065,7.397921855684164,0.05899428278826235,-0.600799101319005,-0.6172258433553495,-0.5425012243872374,-0.1333693185107805,-0.1005158344380952,8.501514341185693,4.497175212499208
1.31,-16.870427748786636,-3.1962120929384388,11.398927620447042,7.386911863431665,0.034259133778050455,-0.459288170249998,-0.4718765981218951,-0.41412279267320784,-0.10211234233096178,-0.07693548658716765,8.39843206438457,4.386416307369194
1.32,-16.85325591084685,-3.1436312717076724,11.395492164091099,7.375867078424144,0.016517310725248535,-0.3197828519088972,-0.32856661545501,-0.2879146371164296,-0.0712041228073339,-0.05363659571511903,8.297075086248821,4.277450000581869
1.33,-16.836202872771615,-3.0919154565155855,11.391950403230464,7.364788260808827,0.005306220085003588,-0.18224514537425307,-0.18726038054301597,-0.1638405600966415,-0.04063980751749696,-0.030609337179964058,8.197411984241992,4.170249841820354
1.34,-16.819264321500448,-3.0410504171651374,11.388297906306734,7.35367616625645,0.00032653662037773756,-0.04663796413102261,-0.047923400485458956,-0.04186528175367599,-0.01041520189889411,-0.007844329190007215,8.099411704355417,4.064789964305133
1.343472,-16.813409274776923,-3.023586481823152,11.387003014758578,7.349810401999406,0.0,0.0,0.0,0.0,0.0,0.0,8.065769270025887,4.028576657266717
1.35,-16.80243615162946,-2.9910221575599647,11.384530008406466,7.342531545885168,0.0012517237123574887,0.08707489482129915,0.0894778197023598,0.0780455921541261,0.019473239942811915,0.014667390180687079,8.003043546380578,3.9610450838592826
1.36,-16.785714454573032,-2.941816911853213,11.380641796358884,7.331355146186999,0.007700821969592653,0.21892878034766028,0.22497579905401466,0.1959256008696144,0.04902842200808877,0.03693438459537646,7.908277148792367,3.858990498620482
1.37,-16.769095508369748,-2.8934211406596937,11.37662809271136,7.320147708956769,0.019401717540858954,0.34895821514126624,0.3586021006389757,0.3118074578211676,0.07825261076713375,0.0589648397717113,7.815082473196682,3.7586020894420926
1.38,-16.752575768088636,-2.8458215273303793,11.372483438485053,7.308909971223568,0.03608229657629636,0.4771969223621184,0.4903873496132718,0.4257230784487511,0.10714743710305186,0.08076658260073444,7.723429788291499,3.6598563210300163
1.39,-16.73615185679512,-2.7990049742881626,11.36820207460339,7.2976426651846475,0.05741602245552713,0.6036778510335807,0.6203612493633628,0.5377036067408554,0.13571389580841497,0.10234709914884377,7.633289653285695,3.5627302438669535
1.4,-16.719820557039224,-2.7529585994239163,11.363777921875391,7.2863465181417775,0.08315799271304058,0.7284332002738694,0.7485525957610903,0.6477794405427595,0.1639523425922107,0.12371355161776876,7.544632900714637,3.4672014969810245
1.41,-16.703578802831373,-2.707669732551839,11.35920455940383,7.275022252440032,0.11303609349761246,0.8514944424337259,0.8749892895360389,0.7559802556894297,0.19186248853635135,0.14487279433172517,7.457430618585581,3.3732483116217846
1.42,-16.687423672073777,-2.663125911923094,11.354475201275026,7.263670585408951,0.1468054223450963,0.9728923452064109,0.9996983467598568,0.8623350290085412,0.21944339192274143,0.16583138881583892,7.371654131779225,3.280849515913152
1.43,-16.67135237941777,-2.619314880796835,11.349582671372103,7.252292229306105,0.18427549955868017,1.0926569927709409,1.1227059074243542,0.9668720602318004,0.24669344733183607,0.18659561802500946,7.287274982626668,3.1899845405606726
