rs,t_iis,t_ijs,gamma_iis,gamma_ijs,ES0s_Zhang,Huckels,PPPs,ES0s_PPP,ES1s_PPP,ET1s_PPP,ESs_CIS,ETs_CIS
1.44,-16.655362269519557,-2.576224584067605,11.344519376137132,7.240887891262984,0.225174211288504,1.2108178060258297,1.2440372420833157,1.0696189928460562,0.2736103718932874,0.20717149977831184,7.204264910572283,3.1006334256981365
1.45,-16.63945081066905,-2.533843164948253,11.339277275088959,7.2294582732332255,0.2693110778400296,1.3274035619655464,1.3637167565138242,1.1706028339079921,0.3001911885461297,0.2275647994495671,7.122595830824375,3.012776828968642
1.46,-16.623615588768033,-2.4921589617073896,11.333847848882899,7.21800407194313,0.31646840813118615,1.4424424122493065,1.4817679943396058,1.26984997283974,0.3264322061421012,0.24778104196150608,7.042239811884663,2.926396034944897
1.47,-16.60785430163584,-2.451160504460542,11.328222064675234,7.206525978844451,0.36648293385360375,1.555961901007386,1.5982136375431892,1.3673861992152183,0.35232899619882474,0.2678255231272111,6.963169051836477,2.8414729660056928
1.48,-16.592164753622125,-2.410836512014073,11.322390338529415,7.195024680069422,0.4191097525404075,1.6679889819277562,1.7130755047781676,1.4632367195399425,0.37787636608043584,0.2877033203796131,6.885355853258144,2.7579901947981504
1.49,-16.576544850507826,-2.371175888761041,11.31634249457166,7.183500856388006,0.4742400186514715,1.7785500346624161,1.8263745473746553,1.5574261730194827,0.4030683283512779,0.307419302926796,6.808772596613911,2.675930958430259
1.5,-16.5609925946767,-2.332167721628104,11.310067720570691,7.171955183167311,0.5316832524922575,1.887670880590541,1.938130842912642,1.6499786463038788,0.42789806601255975,0.32697814136835035,6.733391711957902,2.5952791745545216
1.51,-16.545506080541056,-2.2938012770726814,11.303554519579318,7.160388330333186,0.591248974366863,1.9953767979726749,2.048363586216155,1.7409176871872027,0.45235789329247567,0.34638431680551207,6.659185648768428,2.5160194595222976
1.52,-16.530083490206405,-2.2560659981294786,11.296790657233712,7.148800962333917,0.6528011273494485,2.1016925365283825,2.157091077598693,1.83026631723261,0.4764392116161744,0.3656421294755461,6.586126843708858,2.438137148809062
1.53,-16.514723089360828,-2.218951501505633,11.289763104259,7.13719373810604,0.7162036545159935,2.206642331467229,2.264330708164124,1.9180470432838987,0.5001324603326154,0.3847557069388259,6.51418768608775,2.3616183199347898
1.54,-16.49942322337577,-2.1824475747236187,11.282457973676266,7.125567311042204,0.7813204989411133,2.3102499170013715,2.3700989419388137,2.004281867814324,0.5234270617199925,0.4037290118451011,6.44334048076427,2.286449818130208
1.55,-16.484182313605913,-2.1465441733111787,11.274860452145486,7.113922328961079,0.8479883923132547,2.4125385393659684,2.474411294578587,2.0889922980522506,0.5463113597289286,0.42256584930369456,6.373557408214561,2.212619285030156
1.56,-16.468998853876553,-2.1112314180374634,11.266954724810049,7.102259434079257,0.9161257004784602,2.5135309693721197,2.5772823083579297,2.172199353810953,0.5687725518522129,0.4412698738805929,6.304810481440324,2.1401151907095333
1.57,-16.453871407147673,-2.076499592194657,11.25872389293033,7.090579262985134,0.9855691551260861,2.6132495145154877,2.678725523108497,2.2539235739361985,0.5907966134302534,0.4598445962442277,6.237071499361914,2.0689268694167176
1.58,-16.43879860234469,-2.0423391389243064,11.250149883504601,7.078882446614727,1.0562099107155518,2.71171603066216,2.7787534427275062,2.3341850212696222,0.6123682136104911,0.47829338947978783,6.170311996293551,1.9990445594036768
1.59,-16.423779131346322,-2.0087406585876497,11.24121334997393,7.067169610229401,1.1279663330928997,2.80895193333221,2.8773774968248844,2.413003286008877,0.6334706220765582,0.4966194950911955,6.104503187047566,1.930459447303038
1.6,-16.40881174612087,-1.9756949061791877,11.231893562991475,7.055441373395471,1.2007023653313809,2.904978208600035,2.9746079970184525,2.4903974873254597,0.6540856055450064,0.5148260287081747,6.039615907156374,1.8631637175603721
